AMCL_Time,AMCL_X,AMCL_Y,Odom_Time,Odom_X,Odom_Y
135.382,0.024869731269601174,-0.007262499596381073,144.425,0.0008364744952966997,3.6953078396271035e-08
135.382,0.024869731269601174,-0.007262499596381073,144.575,0.0008645982340520563,3.929628670815515e-08
135.382,0.024869731269601174,-0.007262499596381073,144.675,0.002080027608552792,-5.574527349841057e-07
135.382,0.024869731269601174,-0.007262499596381073,144.775,0.005289063087352633,-9.602347878638735e-06
135.382,0.024869731269601174,-0.007262499596381073,144.875,0.010522539019678385,-3.3801717021236226e-05
135.382,0.024869731269601174,-0.007262499596381073,144.975,0.017755610834399586,-7.100228292982946e-05
135.382,0.024869731269601174,-0.007262499596381073,145.075,0.026977390362361166,-0.00013687433911009975
135.382,0.024869731269601174,-0.007262499596381073,145.175,0.03820083689419538,-0.00023789073245207107
135.382,0.024869731269601174,-0.007262499596381073,145.275,0.051421313725737675,-0.0003656574383131427
135.382,0.024869731269601174,-0.007262499596381073,145.375,0.06663772355819572,-0.0005428379511460103
135.382,0.024869731269601174,-0.007262499596381073,145.475,0.08385031011995096,-0.0007713916857031924
135.382,0.024869731269601174,-0.007262499596381073,145.575,0.10305376637743476,-0.0010435503358766948
135.382,0.024869731269601174,-0.007262499596381073,145.675,0.12425302720855298,-0.0013914045972392096
135.382,0.024869731269601174,-0.007262499596381073,145.775,0.1474455672788938,-0.00180083380418319
135.382,0.024869731269601174,-0.007262499596381073,145.875,0.1726380357974918,-0.002279354974119912
145.882,0.22326188654651244,-0.015057844062510222,145.975,0.1998260580788415,-0.0028506472491032094
145.882,0.22326188654651244,-0.015057844062510222,146.075,0.22901108838130277,-0.0034923655962033413
145.882,0.22326188654651244,-0.015057844062510222,146.175,0.2601939645010396,-0.004239361064282303
145.882,0.22326188654651244,-0.015057844062510222,146.275,0.2933713628517823,-0.005076565656376928
145.882,0.22326188654651244,-0.015057844062510222,146.375,0.32854726911164217,-0.006021028335229623
146.382,0.3984422310212844,-0.01641292531549107,146.475,0.3657175386255289,-0.007077129030065268
146.382,0.3984422310212844,-0.01641292531549107,146.575,0.4048862215765676,-0.008246337759553595
146.382,0.3984422310212844,-0.01641292531549107,146.675,0.4460456254540157,-0.009531270674236859
146.382,0.3984422310212844,-0.01641292531549107,146.775,0.4892166339263643,-0.010828142553473934
146.782,0.5749712717633669,-0.020236470589789925,146.875,0.5343745769822817,-0.012136634491358607
146.782,0.5749712717633669,-0.020236470589789925,146.975,0.5815374924304562,-0.013565349202861298
146.782,0.5749712717633669,-0.020236470589789925,147.075,0.6306882836177878,-0.015087453744262987
146.782,0.5749712717633669,-0.020236470589789925,147.175,0.6806546769118087,-0.016562798659603334
147.182,0.7613862212161996,-0.02405032125558132,147.275,0.7305891706856252,-0.01802828310828143
147.182,0.7613862212161996,-0.02405032125558132,147.375,0.7805271044797925,-0.019563953868336995
147.182,0.7613862212161996,-0.02405032125558132,147.475,0.8304682957572698,-0.02107814354246374
147.182,0.7613862212161996,-0.02405032125558132,147.575,0.8804055987958783,-0.022537178579248068
147.582,0.9721993352766568,-0.023666048997993024,147.675,0.9303460382657862,-0.024043105413424446
147.582,0.9721993352766568,-0.023666048997993024,147.775,0.980280846325656,-0.025573156855759904
147.582,0.9721993352766568,-0.023666048997993024,147.875,1.0302197433810982,-0.02704587912900584
147.582,0.9721993352766568,-0.023666048997993024,147.975,1.0801585712284494,-0.028534725311619685
147.982,1.173902588678663,-0.033697847500363816,148.075,1.130092561836437,-0.030064728335453084
147.982,1.173902588678663,-0.033697847500363816,148.175,1.1800315818847522,-0.03152458110144046
147.982,1.173902588678663,-0.033697847500363816,148.275,1.2299722378353408,-0.03288415350438118
147.982,1.173902588678663,-0.033697847500363816,148.375,1.2799178671577145,-0.0342814497485421
148.382,1.3743436370698254,-0.03748134391214741,148.475,1.32985755972734,-0.03576660819777816
148.382,1.3743436370698254,-0.03748134391214741,148.625,1.4047753106149399,-0.037853268063036176
148.382,1.3743436370698254,-0.03748134391214741,148.725,1.4547136062456485,-0.039078924832600635
148.382,1.3743436370698254,-0.03748134391214741,148.825,1.5046539444828353,-0.04030284727117143
148.782,1.5610825210405432,-0.04104183899752078,148.925,1.5545952674693084,-0.04151246313131416
148.782,1.5610825210405432,-0.04104183899752078,149.025,1.6045355911755783,-0.042580986173970964
148.782,1.5610825210405432,-0.04104183899752078,149.125,1.6544843246998384,-0.04352183966903944
148.782,1.5610825210405432,-0.04104183899752078,149.225,1.7044387628003694,-0.04450180335557515
149.182,1.7374330836205814,-0.04856072374199493,149.325,1.7543877841112818,-0.045566503931983866
149.182,1.7374330836205814,-0.04856072374199493,149.425,1.8043475236013211,-0.046589161601621965
149.182,1.7374330836205814,-0.04856072374199493,149.525,1.8543024971940174,-0.04752550165140399
149.582,1.9090142451341592,-0.05117764400884739,149.625,1.9042630602887896,-0.048398349902490964
149.582,1.9090142451341592,-0.05117764400884739,149.725,1.9542134736967685,-0.04919587250089096
149.582,1.9090142451341592,-0.05117764400884739,149.825,2.0041612036863534,-0.04995382634558066
149.582,1.9090142451341592,-0.05117764400884739,149.925,2.0541134545355613,-0.05066901804886728
149.982,2.1041880147212755,-0.05871403155544347,150.025,2.104073468667955,-0.05143940862978127
149.982,2.1041880147212755,-0.05871403155544347,150.125,2.154026609440789,-0.05225885591068111
149.982,2.1041880147212755,-0.05871403155544347,150.225,2.2039779324167217,-0.05297678648059166
149.982,2.1041880147212755,-0.05871403155544347,150.325,2.2539276670704673,-0.05355429074842972
150.382,2.2910546047844504,-0.0601896937986274,150.425,2.303879929453276,-0.05411266066059683
150.382,2.2910546047844504,-0.0601896937986274,150.525,2.35383031946525,-0.054679277102670995
150.382,2.2910546047844504,-0.0601896937986274,150.625,2.403780423744468,-0.055239559265323125
150.382,2.2910546047844504,-0.0601896937986274,150.725,2.4537315628781933,-0.05580811137922565
150.782,2.484296479043761,-0.0628033593237119,150.825,2.503680900983724,-0.05637095713801674
150.782,2.484296479043761,-0.0628033593237119,150.925,2.5536380132726397,-0.056912678427031974
150.782,2.484296479043761,-0.0628033593237119,151.025,2.6035892395032447,-0.05732407041794805
150.782,2.484296479043761,-0.0628033593237119,151.125,2.65354773078082,-0.057640871831522375
151.182,2.6918663078453,-0.06031728213587657,151.225,2.703513053819093,-0.05802203752390941
151.182,2.6918663078453,-0.06031728213587657,151.325,2.753471938281425,-0.05847448806070599
151.182,2.6918663078453,-0.06031728213587657,151.425,2.8034394994470815,-0.05886446551455833
151.182,2.6918663078453,-0.06031728213587657,151.525,2.8533957940697334,-0.05918580927489218
151.582,2.88133675490121,-0.06551106577095697,151.625,2.9033562125735997,-0.059542246951470666
151.582,2.88133675490121,-0.06551106577095697,151.725,2.9533126500861093,-0.0599177491572941
151.582,2.88133675490121,-0.06551106577095697,151.825,3.003269390529193,-0.060249143332061945
151.582,2.88133675490121,-0.06551106577095697,151.925,3.0532289781294546,-0.060606710014696544
151.982,3.064774563991835,-0.069212219633551,152.025,3.1031841841785948,-0.06098046606924179
151.982,3.064774563991835,-0.069212219633551,152.125,3.1531436869508846,-0.06131033531991071
151.982,3.064774563991835,-0.069212219633551,152.225,3.2031125025452636,-0.06156933876524491
151.982,3.064774563991835,-0.069212219633551,152.325,3.253070965693021,-0.06175727968127167
152.383,3.275737097978336,-0.06865036193195886,152.425,3.303036928723012,-0.06200203670349991
152.383,3.275737097978336,-0.06865036193195886,152.525,3.3529945891100197,-0.06228878826884739
152.383,3.275737097978336,-0.06865036193195886,152.625,3.402960212124938,-0.06250577233608763
152.383,3.275737097978336,-0.06865036193195886,152.725,3.4529179421714993,-0.06268226803051197
152.783,3.452308632329683,-0.07116426036733206,152.825,3.502876573359864,-0.06292376284738534
152.783,3.452308632329683,-0.07116426036733206,152.975,3.577823122985992,-0.06325776761518258
152.783,3.452308632329683,-0.07116426036733206,153.075,3.6277810964198576,-0.06341548877619302
152.783,3.452308632329683,-0.07116426036733206,153.175,3.677745892865711,-0.06363366368947768
153.183,3.6482988134831746,-0.07263494736437066,153.275,3.727703795201461,-0.06387120401474593
153.183,3.6482988134831746,-0.07263494736437066,153.375,3.7776658930349507,-0.0640064920455005
153.183,3.6482988134831746,-0.07263494736437066,153.475,3.82761958355171,-0.06388693186065972
153.183,3.6482988134831746,-0.07263494736437066,153.575,3.877570756373937,-0.063455995937766
153.583,3.8395149270597777,-0.07072152238946079,153.675,3.927519926151452,-0.06285006838809638
153.583,3.8395149270597777,-0.07072152238946079,153.775,3.977467807534639,-0.062121167749147665
153.583,3.8395149270597777,-0.07072152238946079,153.875,4.027411804090457,-0.06113505773082497
153.583,3.8395149270597777,-0.07072152238946079,153.975,4.077325929224043,-0.0598572129107932
153.983,4.02449012379283,-0.06940551944991893,154.075,4.126007399579788,-0.058459559469338555
153.983,4.02449012379283,-0.06940551944991893,154.175,4.174801616770447,-0.0569115943206018
153.983,4.02449012379283,-0.06940551944991893,154.275,4.223517380591533,-0.05509387176223256
153.983,4.02449012379283,-0.06940551944991893,154.375,4.2702360099267995,-0.05311600405797021
154.383,4.220903170443116,-0.062107143009706454,154.475,4.314960444734788,-0.05114109061302999
154.383,4.220903170443116,-0.062107143009706454,154.575,4.357683459982617,-0.049319164380517096
154.383,4.220903170443116,-0.062107143009706454,154.675,4.398416731493739,-0.047681411804957406
154.383,4.220903170443116,-0.062107143009706454,154.775,4.437151272807398,-0.04610125229909541
154.783,4.400235467158044,-0.05396049142294694,154.875,4.4739070165165105,-0.044448325241291956
154.783,4.400235467158044,-0.05396049142294694,154.975,4.508660468562254,-0.042674712294314764
154.783,4.400235467158044,-0.05396049142294694,155.075,4.541389034420634,-0.04086561888951951
154.783,4.400235467158044,-0.05396049142294694,155.175,4.572112719984637,-0.03906649711596393
154.783,4.400235467158044,-0.05396049142294694,155.275,4.600834254385212,-0.03723323012424019
155.283,4.564157432334221,-0.044426555444014006,155.375,4.627554426808718,-0.03541298987443166
155.283,4.564157432334221,-0.044426555444014006,155.475,4.652277870939288,-0.033649556403803696
155.283,4.564157432334221,-0.044426555444014006,155.575,4.675002100083605,-0.03191496844178311
155.283,4.564157432334221,-0.044426555444014006,155.675,4.695727146773331,-0.03024267552377937
155.283,4.564157432334221,-0.044426555444014006,155.775,4.714510960936411,-0.028683937772984752
155.283,4.564157432334221,-0.044426555444014006,155.875,4.732870342329349,-0.027158548179422766
155.283,4.564157432334221,-0.044426555444014006,155.975,4.750187981519489,-0.025704475511004566
155.283,4.564157432334221,-0.044426555444014006,156.075,4.765515071267121,-0.02434902209566758
156.083,4.739015373292343,-0.03156977316786673,156.175,4.779883393242186,-0.02299583576164793
156.083,4.739015373292343,-0.03156977316786673,156.275,4.794288732252692,-0.021603067024120376
156.083,4.739015373292343,-0.03156977316786673,156.425,4.815903686092201,-0.01951918342151519
156.083,4.739015373292343,-0.03156977316786673,156.525,4.830308882051182,-0.018127917148812157
156.083,4.739015373292343,-0.03156977316786673,156.625,4.844718689863847,-0.016767854141804504
156.083,4.739015373292343,-0.03156977316786673,156.725,4.85913294402504,-0.015451472922825582
156.083,4.739015373292343,-0.03156977316786673,156.825,4.873543468960373,-0.014144022592145429
156.083,4.739015373292343,-0.03156977316786673,156.925,4.887953460980808,-0.012794625708463316
156.083,4.739015373292343,-0.03156977316786673,157.025,4.902356298659242,-0.011357074485148394
156.083,4.739015373292343,-0.03156977316786673,157.125,4.91674766994203,-0.009846950594450616
157.183,4.901634392742851,-0.01706178919531595,157.225,4.9311431220937925,-0.008325916315030693
157.183,4.901634392742851,-0.01706178919531595,157.325,4.945535354684309,-0.006860998018376238
157.183,4.901634392742851,-0.01706178919531595,157.425,4.959933205661134,-0.005488635902106857
157.183,4.901634392742851,-0.01706178919531595,157.525,4.97433553507254,-0.004185037436415054
